doc_id,product_id,aspect_name,overall_sentiment,mentions_total,mentions_positive,mentions_negative,summary_text,doc_type,snippet_1_highlight,snippet_1_text,snippet_2_highlight,snippet_2_text,snippet_3_highlight,snippet_3_text
b6c30d74-0ad5-46c3-b12b-d9fb69d3f0b1,B084BVXCBF,Functionality,Negative,28,0,28,"Customers report multiple issues with the headphones' functionality: the device stops working, the speaker malfunctions, and the microphone fails after about a month of use.",aspect_summary,not working properly,"""This is fan is not working properly and found very bad quality""",microphone is not working,"""...And microphone is not working as it's not recommended for calls""",headphone has stopped working,"""The headphone has stopped working and the receiver cannot hear my voice. Very annoying during meetings. Such a terrible product"""
3ee60b0b-1634-47ef-9858-2bc9ad4f27b1,B084BVXCBF,Comfort,Negative,21,4,17,"Customers find the headphones uncomfortable, with multiple reviews mentioning tightness around the ears and pain during use.",aspect_summary,my head starts to ache,"""...is also too loud, not good for ears.. If I hear for 10 mins, my head starts to ache .. My bad luck, I can't return now.. I wish Amazon to consider...""",headphones are so tight,"""...is good and up to the mark for the price point, but the headphones are so tight that they hurt in the head and ears only after a few minutes of usage...""",uncomfortable around the ear,"""It's a little uncomfortable around the ear if u ware it for a long time but overall it's pretty good nice bass too"""
61c9c081-9e62-4f40-b9c3-ad720fcff1d3,B084BVXCBF,Durability,Negative,10,0,10,"Customers report durability issues with the headphones, noting that the wire breaks within 6 months and the product won't last a year.",aspect_summary,lasted only 11 months,"""Was very good in sound quality and manufacturing. But lasted only 11 months .. Sound was working in only one earphone....""",wire broke within 6 months,"""I used it for daily for studies. Atleast for 5-6 hours. The wire broke within 6 months . This product won't last a year....""",durability is an issue,"""It has got a good sound quality, but durability is an issue ."""
cee0e165-bd96-4598-ad71-e3bc61ae40f5,B0DGV465ZW,Quality,Positive,23,17,6,"Customers find these headphones to be among the best in their price range, with one customer noting their crisp sound quality.",aspect_summary,great product,"""It a great product ,well balanced sound with a ton of battery support mic quality is also good...""",crisp,"""Music is loud and crisp but cannot use it for too long because of sweat it becomes little uncomfortable near the ear part""",Product is not satisfactory,""" Product is not satisfactory """
a1ceb673-16aa-45b5-b3fe-af84e896b794,B0DGV465ZW,Value for money,Positive,13,10,3,Customers find the headphones offer good value for money.,aspect_summary,worth the price,"""...Totally worth the price . Only thing is the mic could’ve been a little sharper, but it’s not a big issue....""",value of money product,"""...also there with treble to smooth out the sound Can say a value of money product ✨""",Looks really expensive,"""... Looks really expensive and the value for money"""
8bbf1c0a-2b52-4db1-98b4-689e6ea8ad4e,B0DGV465ZW,Comfort,Positive,8,7,1,"Customers find the headphones comfortable, with one mentioning that they fit properly in the ear.",aspect_summary,Super comfy,"""... Super comfy even after wearing for a few hours straight, and the battery easily lasts a couple of days. Totally worth the price....""",really comfortable,"""...will definitely not regret buying this product Amazong sound and really comfortable . Looks really expensive and the value for money""",Comfort,"""...Design, A solid build and good design (9/10) Comfort , We can use it for a long period no issues, in a medium volume."""
dbd09c94-7edb-44a5-9168-d47bca9b632a,B0DGV465ZW,Build quality,Positive,6,6,0,Customers appreciate the headphones' build quality.,aspect_summary,solid build,"""...Design, A solid build and good design (9/10) Comfort, We can use it for a long period no issues, in a medium volume.""",quality,"""Nice Product with Premium look and quality .""",nice premium quality,"""The headset seems to have an nice premium quality as the brand says the sound quality is pretty good"""
062eeee2-ae00-4f65-bbb5-faa09d55d1b9,B0DGV465ZW,Battery life,Positive,4,4,0,Customers are satisfied with the headphones' battery life.,aspect_summary,battery easily lasts a couple of days,"""...even after wearing for a few hours straight, and the battery easily lasts a couple of days . Totally worth the price....""",ton of battery support,"""It a great product ,well balanced sound with a ton of battery support mic quality is also good...""",battery life is so long,"""Sound quality is too good and battery life is so long Compatible in ear connectivity 2 device at same time..."""
7b714972-213d-4907-8dc1-f06d538cc7db,B0DGV465ZW,Connectivity,Positive,4,4,0,Customers are satisfied with the headphones' connectivity.,aspect_summary,connectivity is great,"""...and after a prolonged use it doesn't feel heavy on the head, connectivity is great , I don't use much of noise cancellation but when I do it blocks...""",Compatible in ear connectivity,"""Sound quality is too good and battery life is so long Compatible in ear connectivity 2 device at same time...""",connectivity also good,"""...but price hight, sound quality ok not good, comfort is good , connectivity also good … only this price range product not good"""
8822ff11-27cc-49cd-bdc9-e2de92160238,B0DGV465ZW,Sound quality,Mixed,34,22,12,"Customers have mixed opinions about the headphones' sound quality, with some finding it pretty good while others report very poor sound.",aspect_summary,noise cancellation does the job for daily use,"""...Sound is really clear, with decent bass, and the noise cancellation does the job for daily use ....""",Bass is also there with treble to smooth out the sound,"""... Bass is also there with treble to smooth out the sound Can say a value of money product✨""",Sound Quality,"""ANC not working, Sound Quality tho Bilkul bhi achi nahi hai , Comfortable ki MKC ho gyi hai theek se 30 minutes bhi nahi phann payo ga dard hone laga..."""
26dd3fb3-8cd5-4581-adaa-856348ac49ce,B0DGV465ZW,Encoding,Negative,3,0,3,"Customers report issues with the headphones' encoding, with multiple customers noting that the ANC (active noise cancellation) feature does not work as expected, and one customer mentioning that the ENC (environmental noise cancellation) is useless.",aspect_summary,ANC not working,""" ANC not working ,Sound Quality tho Bilkul bhi achi nahi hai , Comfortable ki MKC ho gyi hai theek se 30 minutes bhi nahi phann payo ga dard hone laga...""",ENC is useless,"""... ENC is useless and does not filter any noise, mic picks up all ambient noise so it is completely useless for voice calls....""",not fulfilling the purpose as marketed,"""...Build quality is good but not fulfilling the purpose as marketed . So please guys don't be fooled with marketing stunt of it...."""
06b332c8-8e19-4872-9624-76267b4100d7,B0D5HGMN72,Sound quality,Positive,9,8,1,Customers praise the sound quality of these headphones.,aspect_summary,audio clearity is fantastic,"""The music experience is awesome, bass is good, audio clearity is fantastic , isolation is too good....""",sound,"""Using from a week or so and quality of build, sound , connectivity all feel good so far, I think its a good buy at this range.""",Super Bass,"""...Best Product at this price range ✅✅ Super Bass 💯 Good Comfort ✅ Good sounds Quality and clarity ✅..."""
46d68d7d-e5b8-419f-aa7d-2ba3294bdcb9,B0D5HGMN72,Comfort,Positive,4,4,0,"Customers find the headphones comfortable, with one mentioning that the fit is good.",aspect_summary,quite comfortable to wear,"""...The finishing of the product and design is so premium, and quite comfortable to wear as it completely grabs your ear....""",Comfortable,""" Comfortable but some time it buzzs""",Good Comfort,"""...Best Product at this price range ✅✅ Super Bass💯 Good Comfort ✅ Good sounds Quality and clarity ✅..."""
1720880a-a127-4568-b3ff-398c59def935,B0D5HGMN72,Quality,Mixed,12,8,4,Customers have mixed opinions about the headphones' quality.,aspect_summary,finishing of the product,"""...The finishing of the product and design is so premium, and quite comfortable to wear as it completely grabs your ear....""",product is very bad,"""The product is very bad when I received this and paired with phone the right ear cup was not working....""",quality of build,"""Using from a week or so and quality of build , sound, connectivity all feel good so far, I think its a good buy at this range."""
470a3b8d-4cf0-4f77-b950-f8d85a34830f,B0D5HGMN72,Functionality,Negative,3,0,3,"Customers report issues with the headphones' functionality, with multiple customers mentioning that they stopped working after a few months of use.",aspect_summary,right ear cup was not working,"""...is very bad when I received this and paired with phone the right ear cup was not working . I want to return or refund it but Amazon is not doing it.""",not even turning on,"""Worst. Its not even turning on . Dont buy. Return my money""",stopped working in a few months,"""Not a quality product, it stopped working in a few months and very hard to claim warranty Very disappointed ...."""
f8f72018-fe7f-481d-b5a3-68e94ca6a691,B0D1VN2VB7,Look,Positive,4,4,0,Customers like the appearance of these headphones.,aspect_summary,supecool look,"""Brand does not needs any intro, supecool look and sound quality""",look very good,"""...At the end of the day, these look very good .""",looking super premium,"""I found the headphones looking super premium , flexible and flaunting with Marshall stamp. The audio quality is good and not so great...."""
d7dfa9f8-2a66-48f4-a569-d1eeff9fa390,B0D1VN2VB7,Comfort,Positive,3,3,0,"Customers find the headphones comfortable, with one mentioning the softer cushioning and another noting they are weightless.",aspect_summary,softer cushioning,"""...Many advantages over the previous generation like softer cushioning and connectivity to the Marshall app....""",comfortable,"""These headphones deliver superb sound and deep bass, all while being comfortable and stylish. Worth every penny!""",Well comfort weightless,"""...Soundquality is good bt not upto Well comfort weightless and product quality is okay No issue with connectivity..."""
2e87aae2-cdb5-47ee-96ea-c91f2621c3ce,B0D1VN2VB7,Sound quality,Mixed,10,6,4,"Customers have mixed opinions about the headphones' sound quality, with some finding it good and suitable for casual listening, while others say it is too low.",aspect_summary,Beautiful audio quality,"""Sturdy product, it’s a daily companion. Beautiful audio quality and not damaging the ears.""",sound quality issues,"""I purchased it a few days ago and am facing some sound quality issues ....""",sound quality,"""Brand does not needs any intro, supecool look and sound quality """
3b958d43-2573-4c54-a10b-82b00732e08a,B0CZF1H82V,Battery life,Positive,31,31,0,"Customers praise the headphones' battery life, with one customer noting it provides up to 1 week of use without charging.",aspect_summary,charge for 10min,"""...bass is fine - Type - C charging - Rapid charging, just charge for 10min and use for 2-3 hours - Dual pairing -...""",battery is still 80%,"""...°I have been using it from like 5-6 days and the battery is still 80% (mind you it was 90% when I first used it)...""",best battery,"""...is not working but with anc it was good 3 stars for good and best battery you can see both difference"""
7dc23dab-754a-4107-ab18-5159c98ae7d0,B0CZF1H82V,Design,Positive,25,25,0,"Customers like the design of these headphones, finding them cute, and one customer specifically mentions that the ear cushions are very good.",aspect_summary,better experience to listen music,"""...Not very much loud but it give you a better experience to listen music ....""",Look,"""...Hinge is plastic, so doubtful about the sturdiness. Look wise it is good but you can say not a proper over ear headphone....""",looks good,"""It looks good and also build quality is good but the sound quality is to be improve...."""
a10d9c9f-6732-492e-8b08-c851da4db3d3,B0CZF1H82V,Sound quality,Mixed,134,60,74,"Customers have mixed opinions about the headphones' sound quality, with some praising the awesome sound and good voice quality, while others find it not much and the noise cancellation too good.",aspect_summary,Voice quality is also good,"""... Voice quality is also good . Not very much loud but it give you a better experience to listen music....""",Sound is literally low,"""Not compatible with iOS. Sound is literally low , that means you have to increase the volume 80-90% to get a decent sound....""",astonishing bass,"""...that is the best thing you can do because it provides with an astonishing bass and an unbelievable sound quality and I was actually amazed by how it..."""
5c66d48e-ea2d-4c68-aac1-e122297dc9f7,B0CZF1H82V,Build quality,Mixed,104,52,52,"Customers have mixed opinions about the headphones' build quality, with some finding them excellent while others report poor construction.",aspect_summary,Mic quality is good,"""...Trebles and vocals are good but bass is very minimal. Mic quality is good , people can hear you on the other end....""",ITS not very good,"""...Features the main highlight ANC - ITS not very good but I also don't have any experience about how anc should feel but according to my...""",build quality is good,"""...] It looks good and also build quality is good but the sound quality is to be improve. After 20 days of use...."""
6a8a00c9-07b0-414b-8320-7d40b5c9774e,B0CZF1H82V,Value for money,Mixed,45,25,20,"Customers have mixed opinions about the headphones' value for money, with some finding them good quality for the price while others feel they are not worth the investment.",aspect_summary,Best headphones under 1000,""" Best headphones under 1000 I like it""",not recommendable to iPhone users,"""...Overall, not recommendable to iPhone users and it is not for music.""",acceptable in this prize range,"""...However the ENC wasn't too extreme but it was acceptable in this prize range Iam very satisfied with this product..."""
377767fb-86de-4b92-a7a6-1487c370f429,B0CZF1H82V,Comfort,Mixed,34,21,13,"Customers have mixed opinions about the headphones' comfort, with some finding them soft and well-cushioned, while others report discomfort during extended use.",aspect_summary,Cushioning is quite well,"""... Cushioning is quite well , it doest feels heavy on your head or neck. I prefer this over earbuds it give much comfort.....""","Not ""that"" Comfortable","""... Not ""that"" Comfortable , its a bit heavy compared to my old headphones - your ears will sweat, yep, I feel my ears getting hot...""",comfortable,"""This product is comfortable and good for gaming But not for listening music..."""
717dbf15-c06e-4a43-8ff6-10cd38d677bb,B0CZF1H82V,Functionality,Negative,53,15,38,"Customers report significant issues with the headphones' functionality, with multiple customers noting that they stop working within two days and have problems with Bluetooth connectivity.",aspect_summary,headset isn't working itself no noise nothing,"""...for me the bluetooth isn't pairing like the headset isn't working itself no noise nothing and when I wanted to return there's no option to return...""",side on speaker is not working,"""Whin I on the active noise cancel one side on speaker is not working but with anc it was good 3 stars for good and best battery you can see both...""",wise it is good,"""...Hinge is plastic, so doubtful about the sturdiness. Look wise it is good but you can say not a proper over ear headphone...."""
51dce82c-5b68-4128-8cad-a8ec8612fb99,B0CZF1H82V,Durability,Negative,19,2,17,"Customers report multiple issues with the headphones' durability, including damaged products, broken internal components, and scratches on the surface.",aspect_summary,doubtful about the sturdiness,"""...Hinge is plastic, so doubtful about the sturdiness . Look wise it is good but you can say not a proper over ear headphone....""",damaged right out of the box,"""...When the product was first delivered, it was damaged right out of the box ....""",damaged product,"""...broken and there is a rattling noise in one side 👂 broken and damaged product I have received and this has a replacement period of 7 days at the..."""
a4593ff9-1582-44e8-b9e1-2e4de9d3cae3,B0CWVX1GNX,Sound quality,Positive,97,74,23,"Customers praise the headphones' sound quality, particularly noting their excellent noise cancellation and clarity of vocals, with one customer highlighting their top-of-the-line bass drivers.",aspect_summary,increase in bass,"""...At Ult 2 mode, the increase in bass , even though it’s significant amount of bass, does not make the overall sound mushy or reduces the clarity that...""",Sound is smooth,"""...Sound quality is excellent and comfort wear as well. Sound is smooth and ULT will augment the bass. You will really enjoy songs and movies....""",sound quality,"""...When it comes to the sound quality that's beyond my expectation. I'm completely satisfied with the sound quality and bass...."""
5f2dec6a-ea5d-4398-bf75-236c677f1f05,B0CWVX1GNX,Quality,Positive,51,37,14,Customers praise the headphones' premium feel and solid construction.,aspect_summary,hard case is of good quality,"""...The hard case is of good quality , this headphone is not at all compact by any means, so the storage method is twisting it to a very specific...""",Product is nice,""" Product is nice . It's value for money. Sound quality is excellent and comfort wear as well. Sound is smooth and ULT will augment the bass....""",quality of the product is good,"""Overall quality of the product is good and worth the money. When it comes to the sound quality that's beyond my expectation...."""
5b36adf1-b717-466b-958b-99b94ff9586d,B0CWVX1GNX,Comfort,Positive,21,21,0,"Customers find these headphones comfortable to wear, with one customer noting they fit well and another mentioning no ear pain during use.",aspect_summary,comfortable for hours of gaming,"""...3.5 mm port and sound is really good with fit that is comfortable for hours of gaming , that does not consume headphone battery as well....""",comfort wear as well,"""...It's value for money. Sound quality is excellent and comfort wear as well . Sound is smooth and ULT will augment the bass....""",Comfort is too good,"""... Comfort is too good . I'm using this product for past 15 days and there is no discomfort or any pain in my ears...."""
add8be04-5748-422a-96c7-9885272b5da2,B0CWVX1GNX,Battery life,Positive,14,14,0,Customers are satisfied with the headphones' battery life.,aspect_summary,Battery is also pretty good,"""... Battery is also pretty good so as the charging time.....""",does not consume headphone battery,"""...with fit that is comfortable for hours of gaming, that does not consume headphone battery as well....""",Battery life is too good,"""... Battery life is too good . I use it for 4-5 hours a day but I charge this product every 10 days so battery backup is good. Comfort is too good...."""
bdcf69c6-c97d-4d59-97f5-a4527ae4204d,B0CWVX1GNX,Functionality,Positive,12,12,0,"Customers find that the headphones work well and deliver top-notch performance, with one customer specifically praising the functionality of the Ult button.",aspect_summary,works wonders with the first ULT mode,"""...is an option to completely switch it off.. For me it works wonders with the first ULT mode .. That is damn impressive.. Everyone whom I asked to...""",Just,"""...Amazing built Quality. Very easy to carry during travel. Just fold and carry in case....""",working well,"""Good in bass, best for music lovers, working well Durability need to check"""
baa58b86-9eb2-447b-a8f6-8f47f04df3bd,B0CWVX1GNX,Music enjoyment,Positive,12,12,0,"Customers enjoy listening to music with these headphones, with one mentioning they can use them for hours, while another notes they are good for beginners in audiophiles.",aspect_summary,perfectly fits my taste of music,"""...years Sony ultimately launched this ULT headphone that perfectly fits my taste of music .. I usually prefer only headphones for listening music and...""",really enjoy songs and movies,"""...Sound is smooth and ULT will augment the bass. You will really enjoy songs and movies ....""",Good music,""" Good music but build quality is absolutely poor"""
2d9431ed-39a9-4804-b809-30657ced5b1d,B0CWVX1GNX,Connectivity,Positive,8,8,0,"Customers are satisfied with the headphones' connectivity, with one customer noting the instant Bluetooth pairing and another mentioning the stable connection.",aspect_summary,Bluetooth connection and latency is fine,"""... Bluetooth connection and latency is fine for me as I'm not gamer.. Connection is very stable and it can connect two devices at once.....""",Connectivity is very fast,"""...You will really enjoy songs and movies. Connectivity is very fast and can be connected to 2 devices simultaneously....""",Connectivity is strong and good,"""...Other thoughts - the SONY SOUND CONNECT app is good. Connectivity is strong and good . Weight is middle ground and comfort is extremely good...."""
9baf49d3-7418-4524-b7fe-0d648a5e6c48,B0CWVX1GNX,Value for money,Mixed,26,15,11,"Customers have mixed opinions about the headphones' value for money, with some finding them worth the price while others feel they are not worth the money.",aspect_summary,clean one for my budget,"""...which I threw to trash.. Finally this is the real and clean one for my budget .....""",naot soo good For the price,"""...also lacking—it's not loud enough, and the bass is ok.but naot soo good For the price , I expected much better performance....""",value for money,"""Product is nice. It's value for money . Sound quality is excellent and comfort wear as well. Sound is smooth and ULT will augment the bass...."""
8d7bb209-7cda-4ceb-b749-9281f124c9c9,B0BS1RT9S2,Battery life,Positive,109,101,8,"Customers are satisfied with the headphones' battery life, which stays charged for more than two days.",aspect_summary,Battery as of now hasnt had any problem,"""... Battery as of now hasnt had any problem . Cons: 1) The noise cancellation could have been better....""",outstanding battery life,"""...With superb sound quality, outstanding battery life , and a comfortable design, these headphones are a fantastic choice for anyone looking for...""",Battery life is is 25 days of use,"""Very good product call Quality was superb with Battery life is is 25 days of use """
5f1e3367-4ca2-4cc6-9cf9-d8b2a2f9f084,B0BS1RT9S2,Design,Positive,74,74,0,"Customers appreciate the design of these headphones, particularly noting the beautiful body material, though some mention design issues.",aspect_summary,look,"""...They look and feel premium too. And unlike Anker or ATH, they have service centers all over so if any issue pops up, that's an added boost too....""",eye-catching design,"""Design: Minimal yet eye-catching design . I loved it! Build Quality & Comfort: Build quality justified for the price paid....""",Nice headphone,""" Nice headphone , comfort to both ears, sound clarity awesome, actually in sound systems Sony is top no other brand can't reach Sony brand sound..."""
2ac582ac-edcf-4afd-8267-320da340f963,B0BS1RT9S2,Sound quality,Mixed,423,283,140,"Customers have mixed opinions about the headphones' sound quality, with some finding it nice and soothing, while others report low volume and poor noise cancellation.",aspect_summary,instant change in audio quality,"""...'ve been using bass heavy headphones, you will feel and instant change in audio quality and the overall beauty of music once you switch to a Sony...""",superb sound quality,"""...With superb sound quality , outstanding battery life, and a comfortable design, these headphones are a fantastic choice for anyone looking for...""",noise cancellation could have been better,"""...The noise cancellation could have been better . 2) The headset does not suit for everyone in terms of head size...."""
e1b2b26c-ad3b-4e6b-902b-914944d5120d,B0BS1RT9S2,Build quality,Mixed,313,215,98,"Customers have mixed opinions about the build quality of these headphones, with some finding them to be a good product while others report poor quality.",aspect_summary,look durable,"""...Not creaking. The earcups are the types which forms wrinkles, they look durable but I don't know if they will pinch unless I use it for atleast 6...""",reliable,"""...these headphones are a fantastic choice for anyone looking for reliable and high-performance wireless headphones. Highly recommended!""",Sometimes voice cracks,""" Sometimes voice cracks ..but good battery life"""
c2ac9e0f-38c6-47e5-ae57-a4df4eabb60d,B0BS1RT9S2,Value for money,Mixed,163,104,59,"Customers have mixed opinions about the headphones' value for money, with some finding them worth the price while others consider them a waste of money.",aspect_summary,value for money,"""...Conclusion:- They offer value for money if you ask me. The sound is premium for a budget segment and not too bass oriented....""",sony is quite expensive,"""...and u know sony is quite expensive . sound quality was damn good and also battery. comparing to boat not that much heigh volume but this is enough""",exceptional value for their price,"""...Sony WH-CH520 Wireless On-Ear Bluetooth Headphones offer exceptional value for their price ...."""
2375f9e5-6ebf-4dc4-98e1-ca825887511b,B0BS1RT9S2,Comfort,Mixed,117,66,51,"Customers have mixed opinions about the headphones' comfort, with some finding them very comfortable and soft on the ears, while others report discomfort, particularly noting pain after extended wear.",aspect_summary,comfortable,"""...So as far as on ear headphones are concerned, these are comfortable . Build:- Plastic but feels durable. Not creaking....""",not comfortable,"""They are good but not comfortable """,Comfort,"""... Comfort is another standout feature of the Sony WH-CH520. The on-ear design is lightweight and comfortable, even during long listening sessions...."""
d15f1f1d-12cd-46c1-9ced-c18d524a3185,B0BS1RT9S2,Connectivity,Mixed,113,66,47,"Customers have mixed experiences with the headphones' connectivity, with some reporting excellent Bluetooth performance for calls and dual connectivity capabilities, while others face issues with pairing devices like laptops and TVs.",aspect_summary,Mic is good,"""... Mic is good , I've attended calls in the midst of traffic and they were pretty fine. Comfort:-...""",latency is inevitable in any Bluetooth device,"""...While the latency is inevitable in any Bluetooth device , it is surprisingly not bad, and doesn't feel like there is any noticable latency during a...""",Connectivity and functionality is fine,"""... Connectivity and functionality is fine and its compatible with IOS as well which is great!!!!..."""
eac2867c-35b1-454f-8710-846e2d2c4a2d,B0BS1RT9S2,Fit,Mixed,44,17,27,"Customers have mixed opinions about the headphones' fit, with some finding them comfortable and appropriately sized, while others report that the earbuds are very small and not suitable for medium and larger ear sizes.",aspect_summary,does not suit for everyone,"""...The headset does not suit for everyone in terms of head size. These are fine only with the person having smaller or average size....""",sit compact on my ear,"""...Soft earcups that sit compact on my ear . However if they are not positioned properly, they might exert pressure....""",diameter was small,"""foam that covers the ear, diameter was small """
2f22d723-3305-4de3-8b0e-c865b406513b,B0DFHGX8R3,Sound quality,Positive,847,619,228,"Customers praise the headphones' sound quality, noting they make every sound pop and offer perfect noise cancellation, with vocals particularly enhanced in rock mode.",aspect_summary,good sound quality,"""...and build quality is very good ,nice ,cozy and comfortable with good sound quality .. Must give it a try""",clear vocals,"""...The sound quality is excellent, with deep bass and clear vocals , thanks to the 40mm drivers....""",vocals are clear,"""...I tested the sound right away – the bass is powerful, vocals are clear , and the EQ modes work well for different music styles...."""
f1f7b53c-b7e9-4ce7-8a0b-db6026d698a8,B0DFHGX8R3,Quality,Positive,465,446,19,"Customers find these headphones excellent for regular usage, with good microphone quality.",aspect_summary,quality of headphones is fantastic choice,"""...This price range and this quality of headphones is fantastic choice and even better than some more expensive...""",IPX5 rating,"""...Controls are simple and intuitive, and the IPX5 rating means I can use them while working out without worry....""",cusions are good,"""...And it last long for more than week. It's cusions are good . Sound is okay okayy. Not that much good and not that much bad...."""
d16af395-ec73-4d93-aeaa-eb619fc04613,B0DFHGX8R3,Comfort,Positive,372,326,46,"Customers find these headphones comfortable, noting they are soft on the ears and provide good cushioning, with one customer mentioning they can be worn for hours without irritation.",aspect_summary,very comfy,"""...few minutes , you will feels compressed ears but then it will feel very comfy . > Bluetooth ranges is also good ....""",cozy,"""Good battery life and build quality is very good ,nice , cozy and comfortable with good sound quality.. Must give it a try""",comfortable,"""...Overall, these are stylish, comfortable , and packed with features you’d normally expect in more expensive headphones. Highly recommended!"""
7382a3ca-df6f-42db-94a0-380fd150fc8c,B0DFHGX8R3,Build quality,Positive,362,309,53,"Customers appreciate the headphones' build quality, noting their good plastic material and cushions, and find them reliable and perfect for long use.",aspect_summary,Built quality is top notch,"""... Built quality is top notch > Very very Impressed with EQ models , especially with vocals , & bass models ....""",build quality is very good,"""Good battery life and build quality is very good ,nice ,cozy and comfortable with good sound quality.. Must give it a try""",Build quality seems good for the price,"""...Pairing via Bluetooth was quick and hassle-free. Build quality seems good for the price , and the packaging was neat and secure...."""
fafae07b-fc2e-42b5-b3c4-3b3fbf3f2499,B0DFHGX8R3,Value for money,Positive,340,288,52,"Customers find these headphones offer good value for money, with solid performance and decent sound/mic quality for the price range.",aspect_summary,price range,"""...This price range and this quality of headphones is fantastic choice and even better than some more expensive...""",price point,"""...in Beige, and I’m genuinely impressed with what they offer at this price point ....""",worth the price,"""...The built-in mic works great for calls too. Totally worth the price !"""
c1315534-5237-43d7-9e35-5bc2761d1038,B0DFHGX8R3,Design,Positive,273,261,12,"Customers appreciate the design of these headphones, noting their good finishing and well-crafted over-ear construction, while also liking the color options.",aspect_summary,white colour is like sweet,"""...And white colour is like sweet and cute . > Charging is now good but will again review after using few times...""",nice,"""Good battery life and build quality is very good , nice ,cozy and comfortable with good sound quality.. Must give it a try""",stylish,"""...Overall, these are stylish , comfortable, and packed with features you’d normally expect in more expensive headphones. Highly recommended!"""
8be51aad-f06b-4188-93a0-c2a3538ccd58,B0DFHGX8R3,Battery life,Positive,266,266,0,"Customers are satisfied with the headphones' battery life, which can last up to 40 to 50 hours and provides days of use without charging.",aspect_summary,Good battery life,""" Good battery life and build quality is very good ,nice ,cozy and comfortable with good sound quality.. Must give it a try""",Battery life is a major win,"""... Battery life is a major win here—I’ve gotten close to the 70 hours of playtime on a full charge....""",Battery life is amazing,"""... Battery life is amazing —lasted me almost three days on a single charge. Super comfortable for long use, and the Bluetooth connection is stable...."""
27bbe39f-f93f-4d56-b068-453e2a692c49,B0DFHGX8R3,Connectivity,Positive,264,244,20,"Customers praise the headphones' Bluetooth connectivity, noting that it is quick, stable, and easy to pair.",aspect_summary,Bluetooth ranges is also good,"""... Bluetooth ranges is also good ....""",Bluetooth 5.4 connection is solid,"""...The Bluetooth 5.4 connection is solid with no lag or drops, and the AUX option is a bonus when I want to go wired....""",Pairing via Bluetooth was quick,"""... Pairing via Bluetooth was quick and hassle-free. Build quality seems good for the price, and the packaging was neat and secure...."""
cf0aa62d-08fa-400c-92eb-58adefb796ba,B0DFDT1TWC,Quality,Positive,5,5,0,"Customers find these headphones to be of good quality, with one customer noting they perform better than Sony or Bose headphones.",aspect_summary,very good product,"""...Bass is not that much good but overall it's a very good product . ANC also works really well. Stunning royal look and very premium. Value for money.""",best I have heard,"""...fascinated by Dolby or Spatial sound etc and this is by far the best I have heard ....""",everything else is fine,"""Sound-quality, built, aesthetic and everything else is fine , it's Marshall after all.. but the noise-cancellation isn't up to the mark, especially..."""
df5a8b23-04ef-48e4-920d-27fb65dcae98,B0DFDT1TWC,Aesthetic,Positive,4,4,0,"Customers appreciate the headphones' appearance, with one noting their minimalistic design.",aspect_summary,Stunning royal look,"""...ANC also works really well. Stunning royal look and very premium. Value for money.""",looked damm pretty,"""...earphones which I actually liked it than airpods pro 2 plus it looked damm pretty with leather like texture on both buds and case....""",aesthetic,"""Sound-quality, built, aesthetic and everything else is fine, it's Marshall after all.. but the noise-cancellation isn't up to the mark, especially..."""
ca176f67-b582-418d-a495-94748aee3524,B0DFDT1TWC,Comfort,Positive,4,4,0,"Customers find the headphones comfortable, with one mentioning they are very soft.",aspect_summary,comfort,"""...say it is much better than my Bose Ultra Headphones on both sound & comfort and more comfortable & slightly more pleasing sound than my Bowers &...""",comfortable enough to wear for extended periods,"""...Additionally, it's comfortable enough to wear for extended periods without any discomfort, and it boasts a good battery life....""",comfort is exceptional,"""...These are simply top of the line and superb to listen to. The comfort is exceptional and ANC works like a charm...."""
d69cd55d-454e-4135-a370-4f9d387a2cf4,B0DFDT1TWC,Sound quality,Mixed,12,7,5,"Customers have mixed opinions about the headphones' sound quality, with some praising the pure unadulterated sound while others report poor noise cancellation.",aspect_summary,natural sound,"""...It has a very balanced and natural sound and pleasing to ears. Bassheads stay away but I am sure even you will like it....""",Sound-quality,""" Sound-quality , built, aesthetic and everything else is fine, it's Marshall after all.. but the noise-cancellation isn't up to the mark, especially...""",pure unadulterated sound,"""...I unreservedly recommend these to people who have a taste for pure unadulterated sound ( bassheads can give it a pass! )"""
08f374fa-4175-4062-96c7-ab05705894c1,B08CHPGTSF,Value for money,Mixed,250,96,154,"Customers have mixed opinions about the headphones' value for money, with some finding them okay compared to the price while others say they are not a good product and become useless after three months of use.",aspect_summary,Poor drivers,"""...Audio Quality (1/5): Extremely low volume, even at max. Poor drivers make it unusable for clear listening....""",best product according price,"""this is best product according price , thank you amazon and zebronics""",Headphone worthless,"""Third class product and don’t buy this Headphone worthless and They are not taking back. Don’t buy"""
848702ec-68a0-4df3-9860-01a4d7c71d98,B08CHPGTSF,Sound quality,Mixed,240,72,168,"Customers have mixed opinions about the headphones' sound quality, with some finding it very good and not too loud, while others report very low sound levels and poor voice clarity.",aspect_summary,fails basic standards for audio,"""...Overall (1/5): At ₹400, it fails basic standards for audio and mic use. Better alternatives are available at ₹800–₹1500....""",voice sometimes crack,"""...except the wire because whenever i move even little the voice sometimes crack """,Mic is good,""" Mic is good , value for money, performance is good, slightly good for gaming, appearance isn't good, not fitting , cord is slightly bad"""
